folio,hog_num_personas_o98,jefe_edad_o98,hog_num_young_o98,hog_mean_sick_o98,hog_num_schoolage_o98,hog_mean_missed_o98,hog_num_personas_n99,jefe_edad_n99,hog_num_young_n99,hog_mean_sick_n99,hog_num_schoolage_n99,hog_mean_missed_n99,hog_income_o98,jefe_ag_worker_o98,jefe_dialect_o98,jefe_nivel_esc_o98,jefe_grado_esc_o98,jefe_ms_o98,jefe_hs_o98,hog_gasto_o98,hog_gasto_n99,hog_grado_pobreza,hog_indice_pobreza,hog_contba,hog_treatment
606293,8,48,1,0,2,0,8,50,1,0,2,0,250,TRUE,2,2,4,FALSE,FALSE,250,180,5,0.79146,1,TRUE
606296,4,30,2,0,1,0,4,30,1,2,1,0,150,TRUE,2,2,2,FALSE,FALSE,150,200,5,0.79146,1,TRUE
606301,7,34,2,3,4,0,7,35,1,0,4,0,200,FALSE,2,2,3,FALSE,FALSE,200,300,5,0.79146,1,TRUE
606456,10,47,2,0,6,0,10,48,2,4,6,0,100,TRUE,2,3,1,TRUE,FALSE,100,150,5,0.62884,1,TRUE
606457,6,36,1,0,3,0,5,NA,1,99,3,0,100,FALSE,2,2,6,FALSE,FALSE,100,80,5,0.62884,1,TRUE
606475,8,38,1,0,6,0,8,39,1,0,5,1.6,100,TRUE,2,2,5,FALSE,FALSE,100,250,5,0.62884,1,TRUE
606476,6,55,1,0,2,0,6,55,1,0,2,0,150,TRUE,2,2,2,FALSE,FALSE,150,250,5,0.62884,1,TRUE
606480,7,35,2,0,3,0,7,46,2,0,3,0,200,FALSE,2,2,6,FALSE,FALSE,200,300,5,0.62884,1,TRUE
606490,9,44,2,0,5,0,9,44,2,99,5,0,200,TRUE,2,2,1,FALSE,FALSE,200,400,5,0.62884,1,TRUE
606494,7,31,3,0,5,0,7,32,1,0,4,0,150,FALSE,2,2,2,FALSE,FALSE,150,200,5,0.62884,1,TRUE
606495,8,59,2,0,4,0,8,60,1,0,5,0,120,FALSE,2,2,3,FALSE,FALSE,120,200,5,0.62884,1,TRUE
606496,6,43,3,0,3,0,6,44,1,4,3,0,200,TRUE,2,2,2,FALSE,FALSE,200,300,5,0.62884,1,TRUE
607256,11,49,1,0,6,0,12,50,2,0,4,0,250,FALSE,2,2,6,FALSE,FALSE,250,600,5,0.36428,2,FALSE
607260,8,39,3,0,3,0,8,39,2,8,4,0,210,TRUE,2,2,3,FALSE,FALSE,210,250,5,0.36428,2,FALSE
607261,10,43,2,0,5,0,10,44,2,8.5,4,0,300,FALSE,2,1,2,FALSE,FALSE,300,400,5,0.36428,2,FALSE
607271,6,33,2,0,2,0,7,34,2,12.5,3,0,350,FALSE,2,3,3,TRUE,FALSE,350,180,5,0.36428,2,FALSE
607272,8,43,1,0,5,0,8,44,1,0,5,0,200,TRUE,2,2,3,FALSE,FALSE,200,200,5,0.36428,2,FALSE
607280,8,39,2,0,4,0,6,40,1,3,3,0,120,TRUE,2,2,3,FALSE,FALSE,120,130,5,0.36428,2,FALSE
607288,7,46,2,0,3,0,7,47,2,0,3,0,150,FALSE,2,2,2,FALSE,FALSE,150,200,5,0.36428,2,FALSE
607291,4,33,1,0,1,0,4,34,1,0,1,0,180,FALSE,2,3,3,TRUE,FALSE,180,300,5,0.36428,2,FALSE
607292,9,45,1,0,4,0,6,45,1,0,3,0,200,TRUE,2,2,6,FALSE,FALSE,200,350,5,0.36428,2,FALSE
607293,7,36,2,0,3,0,7,37,2,0,3,0,180,TRUE,2,3,3,TRUE,FALSE,180,250,5,0.36428,2,FALSE
607346,10,49,1,0,4,0,10,50,1,0,4,0,33,TRUE,2,3,1,TRUE,FALSE,33,150,5,0.36428,2,FALSE
607350,9,55,4,0,4,0,9,56,2,0,5,0,100,FALSE,2,2,2,FALSE,FALSE,100,150,5,0.36428,2,FALSE
607351,7,39,2,0,6,0,7,41,2,0,3,0.3333333333333333,100,TRUE,2,1,2,FALSE,FALSE,100,180,5,0.36428,2,FALSE
607352,8,50,2,0,4,0,8,51,2,0,4,0,150,TRUE,2,2,4,FALSE,FALSE,150,400,5,0.36428,2,FALSE
607594,7,29,1,0,3,0,9,29,3,0,3,0.6666666666666666,200,TRUE,2,2,4,FALSE,FALSE,200,200,4,-0.06317,1,TRUE
607595,7,36,3,7,3,0,7,38,3,0,2,0,100,TRUE,2,2,2,FALSE,FALSE,100,150,4,-0.06317,1,TRUE
608399,11,65,2,0,5,0,7,66,2,2.5,1,0,80,TRUE,1,2,4,FALSE,FALSE,80,150,5,1.19569,1,TRUE
608402,10,41,2,0,4,0,10,42,3,0,3,0,100,TRUE,1,2,6,FALSE,FALSE,100,150,5,1.19569,1,TRUE
608403,7,35,2,3,3,0,7,36,1,0,4,0,100,FALSE,1,2,5,FALSE,FALSE,100,150,5,1.19569,1,TRUE
608412,7,33,1,0,4,0,7,33,1,0,4,0,90,TRUE,1,2,3,FALSE,FALSE,90,180,5,1.19569,1,TRUE
608418,8,43,4,4,1,0,8,44,3,0,2,0,60,TRUE,1,2,4,FALSE,FALSE,60,150,5,1.19569,1,TRUE
608420,7,31,2,0,3,0,8,32,2,0,4,0.25,100,TRUE,1,1,3,FALSE,FALSE,100,100,5,1.19569,1,TRUE
608421,9,48,1,0,4,0,8,49,1,0,3,0,150,TRUE,1,2,6,FALSE,FALSE,150,100,5,1.19569,1,TRUE
608572,5,34,1,0,2,0,5,35,1,0,2,0,250,TRUE,2,1,3,FALSE,FALSE,250,400,5,0.19006,2,FALSE
608576,13,66,2,0,2,0,12,67,2,0,1,0,350,TRUE,2,2,4,FALSE,FALSE,350,250,5,0.19006,2,FALSE
608592,6,37,1,8,3,0,7,38,1,0,3,0,120,TRUE,2,2,6,FALSE,FALSE,120,150,5,0.19006,2,FALSE
608593,6,33,1,6,3,0,6,36,1,4,3,0,120,TRUE,2,3,1,TRUE,FALSE,120,350,5,0.19006,2,FALSE
608600,5,36,1,15,2,0,5,37,1,10,2,0,120,TRUE,2,2,2,FALSE,FALSE,120,150,5,0.19006,2,FALSE
609009,6,42,2,0,2,0,6,99,1,0,2,0,150,TRUE,1,2,3,FALSE,FALSE,150,300,5,0.26536,2,FALSE
609033,5,29,3,0,1,0,5,31,1,0,2,0,150,TRUE,1,2,6,FALSE,FALSE,150,100,5,0.26536,2,FALSE
609045,6,32,2,7.5,2,0,7,34,2,2,3,0,130,TRUE,1,2,2,FALSE,FALSE,130,100,5,0.26536,2,FALSE
609174,7,28,3,1,3,0,7,29,2,0,3,0,100,TRUE,2,2,3,FALSE,FALSE,100,300,5,0.19006,2,FALSE
609180,6,36,1,0,3,0,6,37,1,0,3,0,220,FALSE,2,2,3,FALSE,FALSE,220,350,5,0.26536,2,FALSE
609192,4,37,1,0,1,0,4,38,1,3,1,0,150,TRUE,1,2,1,FALSE,FALSE,150,200,5,0.26536,2,FALSE
609259,6,88,1,3,2,0,6,88,1,7,2,0,150,TRUE,1,2,6,FALSE,FALSE,150,250,5,0.26536,2,FALSE
609270,12,73,2,1,2,0,14,73,2,0,3,0,220,TRUE,1,2,1,FALSE,FALSE,220,500,5,0.26536,2,FALSE
609303,7,56,1,5,3,0,7,53,1,0,3,0,100,TRUE,1,1,2,FALSE,FALSE,100,250,5,0.26536,2,FALSE
609562,7,36,4,0,2,0,8,37,3,5.333333333333333,3,0,200,FALSE,2,2,4,FALSE,FALSE,200,100,5,0.09552,2,FALSE
609563,16,53,3,0,5,0,18,54,4,2,4,0.75,300,FALSE,2,2,6,FALSE,FALSE,300,450,5,0.09552,2,FALSE
609567,8,46,2,0,2,0,8,48,2,5,2,0,400,FALSE,2,2,3,FALSE,FALSE,400,150,5,0.09552,2,FALSE
609572,7,36,2,0,1,0,7,36,1,5,1,0,100,TRUE,2,2,3,FALSE,FALSE,100,300,5,0.09552,2,FALSE
609629,5,34,1,0,2,1,5,35,1,0,2,0,150,FALSE,2,3,3,TRUE,FALSE,150,100,5,0.09552,2,FALSE
609631,4,32,1,0,1,0,6,33,2,0,1,0,150,TRUE,2,3,3,TRUE,FALSE,150,200,5,0.09552,2,FALSE
609636,10,37,3,0,2,0,9,38,2,3,1,0,200,FALSE,2,2,4,FALSE,FALSE,200,150,5,0.09552,2,FALSE
609639,7,65,2,0,1,0,7,65,2,2,1,0,200,FALSE,2,3,3,TRUE,FALSE,200,300,5,0.09552,2,FALSE
609642,10,52,1,0,3,0,9,53,1,3,3,0,200,FALSE,2,3,2,TRUE,FALSE,200,400,5,0.09552,2,FALSE
609752,6,35,1,0,3,0,6,36,1,0,3,0,120,TRUE,1,2,4,FALSE,FALSE,120,180,5,0.26536,2,FALSE
609756,6,62,1,2,1,0,6,63,1,0,1,0,200,FALSE,1,2,6,FALSE,FALSE,200,300,5,0.26536,2,FALSE
609760,7,34,2,0,3,0,7,35,2,2.5,3,0,150,TRUE,1,2,1,FALSE,FALSE,150,180,5,0.26536,2,FALSE
609762,11,47,3,0,1,0,12,49,3,1.6666666666666667,2,0,200,TRUE,1,3,3,TRUE,FALSE,200,300,5,0.26536,2,FALSE
609784,7,50,2,0,2,0,7,51,3,0,2,0,100,TRUE,1,2,6,FALSE,FALSE,100,80,5,0.41486,1,TRUE
609804,8,44,2,0,4,0,8,45,1,0,4,0,150,TRUE,1,2,5,FALSE,FALSE,150,100,5,0.41486,1,TRUE
609874,9,39,2,0,4,0,8,40,1,8,5,0,150,FALSE,1,2,6,FALSE,FALSE,150,350,5,0.41486,1,TRUE
609914,11,45,2,0,3,0,11,46,2,0,3,0,100,TRUE,1,2,6,FALSE,FALSE,100,250,5,0.41486,1,TRUE
609934,7,35,1,2,4,0,8,36,1,0,5,0,150,TRUE,1,2,6,FALSE,FALSE,150,200,5,0.41486,1,TRUE
609945,10,53,1,0,6,9.333333333333334,10,55,1,0,4,0,150,FALSE,2,2,1,FALSE,FALSE,150,350,5,0.85469,1,TRUE
609955,6,30,6,0,5,0,7,30,3,0,2,0,200,TRUE,2,2,2,FALSE,FALSE,200,250,5,0.85469,1,TRUE
609957,6,32,1,0,1,2,7,34,2,0,1,0,300,TRUE,2,2,1,FALSE,FALSE,300,250,5,0.85469,1,TRUE
609963,9,40,2,0,4,0,8,41,1,0,4,0,300,FALSE,2,2,2,FALSE,FALSE,300,250,5,0.85469,1,TRUE
609965,5,28,1,5,2,3,5,29,1,0,2,0.5,200,TRUE,2,2,6,FALSE,FALSE,200,220,5,0.85469,1,TRUE
609969,7,42,4,1.75,2,0,7,42,3,10,2,0,300,FALSE,2,2,3,FALSE,FALSE,300,500,5,0.45566,2,FALSE
609974,4,23,1,0,1,0,4,24,1,0,1,0,100,TRUE,1,1,1,FALSE,FALSE,100,150,5,0.41486,1,TRUE
609985,8,37,1,7,3,0,7,38,1,15,3,0,250,TRUE,2,2,5,FALSE,FALSE,250,200,5,0.45566,2,FALSE
609987,5,31,2,0,1,4,5,33,1,15,2,0,180,TRUE,2,2,3,FALSE,FALSE,180,100,5,0.45566,2,FALSE
609991,10,40,2,4,3,0,10,41,1,3,4,0,400,TRUE,2,2,3,FALSE,FALSE,400,400,5,0.45566,2,FALSE
609992,7,34,2,0,4,0,7,36,1,3,4,0,200,FALSE,2,2,2,FALSE,FALSE,200,200,5,0.45566,2,FALSE
617010,9,84,1,0,3,0,9,86,1,0,3,0,150,TRUE,2,1,3,FALSE,FALSE,150,100,4,-0.45069,2,FALSE
617050,6,39,1,0,4,0,7,39,1,0,4,0,150,TRUE,2,2,6,FALSE,FALSE,150,200,4,-0.45069,2,FALSE
617240,6,80,2,0,1,0,6,81,2,0,1,0,150,TRUE,2,2,6,FALSE,FALSE,150,200,4,-0.33439,2,FALSE
617249,8,36,3,0,4,0,9,36,3,0,4,0,180,FALSE,2,2,6,FALSE,FALSE,180,200,4,-0.33439,2,FALSE
617290,13,42,2,0,5,0,12,43,2,0,5,0,300,FALSE,2,1,2,FALSE,FALSE,300,300,4,-0.33439,2,FALSE
617620,10,40,1,8,7,0,10,42,1,0,6,0,200,FALSE,2,2,4,FALSE,FALSE,200,250,4,-0.33439,2,FALSE
617650,8,36,1,0,5,0,8,38,1,0,5,0,300,FALSE,2,2,6,FALSE,FALSE,300,300,4,-0.33439,2,FALSE
617740,8,35,2,0,5,0,9,37,2,0,4,0,150,TRUE,2,2,2,FALSE,FALSE,150,400,4,-0.33439,2,FALSE
617792,10,39,2,7.5,5,1.4,9,40,1,0,6,0,100,FALSE,2,2,1,FALSE,FALSE,100,300,5,0.23383,2,FALSE
617905,7,39,1,0,4,1.25,8,40,1,0,3,0,50,FALSE,2,2,6,FALSE,FALSE,50,250,5,0.23383,2,FALSE
617983,5,35,1,0,2,0,5,36,1,8,2,0,250,TRUE,2,2,3,FALSE,FALSE,250,200,5,0.06753,1,TRUE
617986,10,77,3,0.6666666666666666,3,0,9,78,2,0,4,0,250,FALSE,2,2,3,FALSE,FALSE,250,300,5,0.06753,1,TRUE
617988,8,42,2,0,4,0.75,8,42,1,0,3,0,150,FALSE,2,2,6,FALSE,FALSE,150,200,5,0.06753,1,TRUE
617989,10,45,5,1.6,2,0,10,47,2,15,3,0,200,FALSE,2,2,1,FALSE,FALSE,200,450,5,0.06753,1,TRUE
617994,5,34,3,0,1,0,5,35,2,0,1,0,200,TRUE,2,2,2,FALSE,FALSE,200,350,5,0.06753,1,TRUE
617999,8,46,3,1.6666666666666667,3,0,8,47,1,3,3,0,220,TRUE,2,2,4,FALSE,FALSE,220,250,5,0.06753,1,TRUE
618010,10,71,1,0,4,0,12,72,3,0,3,0,200,TRUE,1,5,2,TRUE,TRUE,200,260,5,0.64881,1,TRUE
618060,6,42,1,0,3,0,6,40,1,0,3,0,80,TRUE,1,2,2,FALSE,FALSE,80,100,5,0.64881,1,TRUE
618110,6,29,5,0,2,0,6,30,1,0,3,0,200,FALSE,1,2,5,FALSE,FALSE,200,120,5,0.64881,1,TRUE
618111,12,43,3,0,5,0,11,44,2,0,6,0,150,TRUE,2,2,2,FALSE,FALSE,150,300,5,0.86739,1,TRUE
618140,5,36,2,0,1,0,6,36,2,0,2,0,100,TRUE,1,2,3,FALSE,FALSE,100,100,5,0.64881,1,TRUE
618150,9,39,3,5,4,0,9,42,2,0,4,0,400,TRUE,1,1,1,FALSE,FALSE,400,250,5,0.64881,1,TRUE
618160,9,36,4,0,4,0,10,38,3,0,5,0,200,TRUE,1,2,6,FALSE,FALSE,200,100,5,0.64881,1,TRUE
618180,6,37,1,0,3,1.6666666666666667,6,39,1,0,3,0,300,FALSE,1,4,4,TRUE,TRUE,300,600,5,0.53715,1,TRUE
618230,10,96,2,0,1,0,8,94,2,0,1,0,500,FALSE,1,1,1,FALSE,FALSE,500,150,5,0.64881,1,TRUE
618250,11,63,3,2.3333333333333335,3,0,11,64,3,0,3,0,150,TRUE,1,2,2,FALSE,FALSE,150,112,5,0.64881,1,TRUE
618260,8,35,2,0,4,0,8,36,1,0,4,0,150,TRUE,1,2,1,FALSE,FALSE,150,150,5,0.64881,1,TRUE
618270,7,49,1,0,2,1.5,11,52,4,0,3,0,150,FALSE,1,2,4,FALSE,FALSE,150,180,5,0.64881,1,TRUE
618300,14,45,2,0,5,0.8,11,47,2,0,4,0,100,TRUE,1,2,3,FALSE,FALSE,100,250,5,1.01778,1,TRUE
618320,7,60,1,0,1,0,8,72,2,0,1,0,60,TRUE,1,2,6,FALSE,FALSE,60,150,5,1.01778,1,TRUE
618327,6,31,2,0,2,0,6,31,1,3,3,0,120,TRUE,1,3,2,TRUE,FALSE,120,100,5,1.15292,1,TRUE
618330,7,32,3,4.333333333333333,2,1,7,33,3,10,2,0,70,TRUE,1,1,1,FALSE,FALSE,70,150,5,1.01778,1,TRUE
618341,5,40,2,0,1,0,10,42,1,0,5,0,200,TRUE,2,2,4,FALSE,FALSE,200,400,5,1.05747,1,TRUE
618343,7,43,1,0,4,0,6,45,1,8,3,0,250,TRUE,2,2,2,FALSE,FALSE,250,150,5,1.05747,1,TRUE
618344,5,27,1,0,2,0,5,28,1,0,2,0,100,FALSE,2,2,6,FALSE,FALSE,100,150,5,1.05747,1,TRUE
618352,8,30,2,0,5,0,7,32,2,0,3,0,200,TRUE,2,2,4,FALSE,FALSE,200,300,5,1.05747,1,TRUE
618354,5,27,1,0,2,0,7,28,3,1,2,0,100,TRUE,2,2,3,FALSE,FALSE,100,100,5,1.05747,1,TRUE
618367,8,38,2,0,4,0,9,40,2,0,4,0,200,TRUE,2,2,1,FALSE,FALSE,200,150,5,1.05747,1,TRUE
618376,15,56,6,0,5,0,15,58,3,2.6666666666666665,8,0,300,TRUE,2,2,2,FALSE,FALSE,300,500,5,1.05747,1,TRUE
618380,5,28,2,2.5,1,0,5,28,2,2,1,0,100,TRUE,1,2,6,FALSE,FALSE,100,100,5,0.64881,1,TRUE
618383,7,47,1,0,2,0,7,48,1,0,2,0,350,TRUE,2,2,3,FALSE,FALSE,350,180,5,1.05747,1,TRUE
618385,6,26,3,0,1,0,7,27,3,0,2,0,200,TRUE,2,2,3,FALSE,FALSE,200,180,5,1.05747,1,TRUE
618386,9,50,3,0,4,0,9,50,2,0,4,0.75,300,TRUE,2,2,2,FALSE,FALSE,300,350,5,1.05747,1,TRUE
618387,5,28,2,0,1,0,5,30,2,0,1,0,200,TRUE,2,2,3,FALSE,FALSE,200,200,5,1.05747,1,TRUE
618388,8,47,2,0,4,0,8,49,1,0,5,0,300,FALSE,2,2,2,FALSE,FALSE,300,250,5,1.05747,1,TRUE
618390,7,85,1,0,2,0,6,86,1,3,1,0,250,TRUE,1,2,4,FALSE,FALSE,250,250,5,0.64881,1,TRUE
618399,8,49,2,0,3,0,8,50,1,0,4,0,300,TRUE,2,2,1,FALSE,FALSE,300,400,5,1.05747,1,TRUE
618406,10,32,2,0,4,0,10,39,1,0,5,0,300,TRUE,2,2,2,FALSE,FALSE,300,450,5,1.05747,1,TRUE
618410,6,29,2,0,2,0,6,30,2,0,2,0,80,TRUE,1,2,5,FALSE,FALSE,80,200,5,0.64881,1,TRUE
618430,8,41,2,0,2,0,8,42,1,0,1,0,100,FALSE,1,2,4,FALSE,FALSE,100,200,5,0.64881,1,TRUE
618440,7,41,1,0,4,0,6,42,1,0,3,0,100,FALSE,1,2,3,FALSE,FALSE,100,150,5,0.64881,1,TRUE
618470,6,48,1,0,3,0,6,30,1,0,3,0,100,FALSE,1,2,5,FALSE,FALSE,100,100,5,0.64881,1,TRUE
618540,5,32,1,0,2,0,4,NA,1,0,2,0,200,FALSE,1,2,6,FALSE,FALSE,200,200,5,0.64881,1,TRUE
618552,5,28,2,0,1,0,6,28,3,0,1,0,120,TRUE,2,2,1,FALSE,FALSE,120,120,5,0.86739,1,TRUE
618553,8,36,1,0,5,0,9,35,1,8,4,0.25,200,TRUE,2,2,5,FALSE,FALSE,200,200,5,0.86739,1,TRUE
618580,10,76,1,0,5,0,9,79,2,9,4,0,300,TRUE,1,2,5,FALSE,FALSE,300,340,5,0.64881,1,TRUE
618590,7,44,1,0,4,0,6,44,1,0,3,0,100,TRUE,1,2,6,FALSE,FALSE,100,200,5,0.64881,1,TRUE
618600,4,31,1,14,1,0,4,35,1,2,1,0,200,TRUE,1,2,6,FALSE,FALSE,200,100,5,0.64881,1,TRUE
618610,5,33,1,0,2,0,5,35,1,0,2,0,100,TRUE,1,2,6,FALSE,FALSE,100,150,5,0.64881,1,TRUE
618620,6,37,3,0,1,0,6,39,3,0,1,0,150,TRUE,1,2,4,FALSE,FALSE,150,200,5,0.64881,1,TRUE
618640,6,29,2,1,1,0,6,29,2,0,1,0,80,TRUE,1,2,4,FALSE,FALSE,80,220,5,0.64881,1,TRUE
618650,7,40,2,0,2,0,7,43,2,0,2,0,200,TRUE,1,2,1,FALSE,FALSE,200,150,5,0.64881,1,TRUE
618660,5,32,2,0,2,0,6,33,2,7.5,2,0,70,TRUE,1,2,5,FALSE,FALSE,70,60,5,0.64881,1,TRUE
618690,7,42,1,0,4,0,5,42,1,0,2,0,200,TRUE,1,2,4,FALSE,FALSE,200,100,5,0.64881,1,TRUE
618700,6,38,2,0,1,0,6,40,1,0,2,0,200,FALSE,1,2,4,FALSE,FALSE,200,100,5,0.64881,1,TRUE
618710,6,30,2,0,1,0,7,32,3,6.666666666666667,1,0,100,TRUE,1,2,2,FALSE,FALSE,100,150,5,0.64881,1,TRUE
618740,9,71,3,0.6666666666666666,2,0,7,NA,3,33,2,7.5,120,TRUE,1,1,3,FALSE,FALSE,120,200,5,0.64881,1,TRUE
618757,5,24,3,5,1,0,5,35,1,0,2,0,150,FALSE,2,2,3,FALSE,FALSE,150,150,5,0.53171,2,FALSE
618761,7,34,1,0,4,0,7,36,1,0,4,0,250,FALSE,2,2,2,FALSE,FALSE,250,200,5,0.53171,2,FALSE
618762,10,48,2,0,4,0.75,10,48,1,0,3,0,200,TRUE,2,2,1,FALSE,FALSE,200,150,5,0.53171,2,FALSE
618766,13,46,3,0,6,0,11,49,2,13,6,0.1666666666666666,200,FALSE,2,2,5,FALSE,FALSE,200,250,5,0.53171,2,FALSE
618770,5,51,1,3,1,0,5,52,1,0,1,0,90,FALSE,1,2,5,FALSE,FALSE,90,110,5,0.64881,1,TRUE
618776,6,33,2,0,3,0,5,34,1,0,2,0,100,TRUE,2,2,3,FALSE,FALSE,100,200,5,0.53171,2,FALSE
618779,9,39,4,3,3,0,9,40,3,0,4,0,150,TRUE,2,2,1,FALSE,FALSE,150,200,5,0.53171,2,FALSE
618780,6,39,1,0,3,0,6,40,1,0,3,0,150,TRUE,1,2,4,FALSE,FALSE,150,100,5,0.64881,1,TRUE
618781,7,36,2,0,3,2.6666666666666665,8,40,3,0,3,0,100,TRUE,2,2,3,FALSE,FALSE,100,350,5,0.53171,2,FALSE
618782,9,46,3,2.3333333333333335,4,0,9,46,2,0,5,0,300,TRUE,2,2,4,FALSE,FALSE,300,160,5,0.53171,2,FALSE
618785,5,34,1,15,2,0,5,35,1,3,2,0,100,FALSE,1,2,6,FALSE,FALSE,100,150,5,0.53171,2,FALSE
618786,6,31,1,7,3,0,6,32,1,0,3,0,150,FALSE,2,2,3,FALSE,FALSE,150,150,5,0.53171,2,FALSE
618790,5,38,1,0,2,0,5,39,1,0,2,0,160,TRUE,1,2,2,FALSE,FALSE,160,200,5,0.64881,1,TRUE
618791,10,29,3,0,5,0,10,30,4,0,4,0,150,TRUE,2,2,2,FALSE,FALSE,150,230,5,0.53171,2,FALSE
618799,5,26,2,2,1,0,5,26,2,0,1,0,140,FALSE,2,2,6,FALSE,FALSE,140,100,5,0.53171,2,FALSE
618801,5,36,2,0,1,0,5,38,2,15,1,0,100,TRUE,2,2,1,FALSE,FALSE,100,100,5,0.53171,2,FALSE
618806,8,39,4,0,2,0,8,40,2,2.5,4,0,100,FALSE,2,1,1,FALSE,FALSE,100,120,5,0.53171,2,FALSE
618809,11,67,2,0,6,0,13,67,1,3,6,0,200,TRUE,2,2,6,FALSE,FALSE,200,100,5,0.53171,2,FALSE
618818,18,73,5,4,6,0,18,73,4,24.75,7,0,300,FALSE,2,2,4,FALSE,FALSE,300,150,5,0.23167,2,FALSE
618820,6,51,1,0,2,0,8,51,1,0,3,0,90,TRUE,1,2,3,FALSE,FALSE,90,100,5,0.64881,1,TRUE
618830,4,20,3,0,1,0,5,23,2,0,1,0,100,TRUE,1,1,2,FALSE,FALSE,100,120,5,0.64881,1,TRUE
618952,10,44,2,3.5,8,0.75,10,44,1,0,5,0,150,FALSE,2,2,6,FALSE,FALSE,150,250,5,0.23167,2,FALSE
618970,7,33,2,0,2,0,6,39,1,0,3,0,150,FALSE,1,2,6,FALSE,FALSE,150,120,5,0.64881,1,TRUE
618972,7,32,4,1.5,3,0,7,32,2,0,3,0,200,FALSE,2,2,6,FALSE,FALSE,200,250,5,0.23167,2,FALSE
618978,4,61,1,0,1,0,4,64,1,0,1,0,100,TRUE,2,2,6,FALSE,FALSE,100,150,5,0.23167,2,FALSE
618980,5,38,1,7,2,0,5,40,1,0,2,0,150,FALSE,1,2,6,FALSE,FALSE,150,150,5,0.64881,1,TRUE
619000,7,51,1,2,1,0,6,53,1,0,1,0,160,TRUE,1,2,6,FALSE,FALSE,160,100,5,0.64881,1,TRUE
619363,8,32,1,7,4,0,7,33,1,0,4,0,100,TRUE,1,2,3,FALSE,FALSE,100,100,5,2.60857,1,TRUE
619493,7,36,3,11.666666666666666,2,0,8,39,3,0,2,0,70,FALSE,1,2,2,FALSE,FALSE,70,350,5,2.60857,1,TRUE
619494,8,35,1,14,4,0,8,39,1,0,4,0,50,TRUE,1,2,4,FALSE,FALSE,50,400,5,2.60857,1,TRUE
620010,5,40,1,15,1,1,6,41,1,0,2,0,5,FALSE,1,2,1,FALSE,FALSE,5,160,5,0.6791,1,TRUE
620020,9,47,2,0,3,0,9,48,1,0,4,0,25,TRUE,1,2,2,FALSE,FALSE,25,150,5,0.6791,1,TRUE
620040,7,30,3,0,3,0,7,31,2,0,3,0,60,TRUE,1,2,4,FALSE,FALSE,60,130,5,0.6791,1,TRUE
620060,9,66,2,11.5,3,0,9,67,2,1.5,3,0,100,TRUE,1,2,1,FALSE,FALSE,100,150,5,0.6791,1,TRUE
620150,8,43,1,0,4,0,6,45,1,0,3,0,30,FALSE,1,2,2,FALSE,FALSE,30,150,5,0.6791,1,TRUE
620210,6,67,3,0,1,0,7,68,2,0,2,0,30,FALSE,1,2,3,FALSE,FALSE,30,130,5,0.6791,1,TRUE
620230,7,60,1,0,2,0,7,50,2,0,1,0,999,FALSE,1,1,3,FALSE,FALSE,9888,60,5,0.6791,1,TRUE
620250,6,33,2,0,2,0,6,33,1,0,3,0,30,TRUE,1,3,3,TRUE,FALSE,30,150,5,0.6791,1,TRUE
620370,8,38,2,0,4,0,8,38,2,0,4,0,50,FALSE,1,2,6,FALSE,FALSE,50,150,5,0.6791,1,TRUE
620460,10,34,4,0,4,0,8,36,2,3,4,0,100,FALSE,1,3,3,TRUE,FALSE,100,250,5,0.6791,1,TRUE
620480,7,37,2,0,3,0,7,39,1,0,4,0,70,FALSE,1,2,2,FALSE,FALSE,70,100,5,0.6791,1,TRUE
620500,9,70,2,11.5,4,0,9,71,2,0,4,0,999,FALSE,1,2,5,FALSE,FALSE,9888,150,5,0.6791,1,TRUE
620520,7,47,1,0,3,0,7,48,1,0,3,0,50,FALSE,1,1,3,FALSE,FALSE,50,100,5,0.6791,1,TRUE
620640,5,27,2,0,1,0,6,29,2,0,2,0,400,FALSE,1,2,2,FALSE,FALSE,400,250,5,0.6791,1,TRUE
620650,9,68,2,2,4,0,10,63,1,3,6,0,350,FALSE,1,1,2,FALSE,FALSE,350,150,5,0.6791,1,TRUE
620730,8,43,2,0,4,0,8,44,1,0,5,0,20,FALSE,1,2,4,FALSE,FALSE,20,100,5,0.6791,1,TRUE
620760,11,41,4,0,3,0,12,43,4,0.75,5,0,15,FALSE,1,2,2,FALSE,FALSE,15,250,5,0.6791,1,TRUE
620770,9,42,2,3,4,0,9,42,1,0,4,0,40,TRUE,1,2,3,FALSE,FALSE,40,100,5,0.6791,1,TRUE
620810,8,40,1,0,5,0,7,40,1,0,4,0,999,FALSE,1,2,3,FALSE,FALSE,9888,150,5,0.6791,1,TRUE
620960,7,42,2,0,3,0,8,42,1,0,4,0,45,FALSE,1,2,2,FALSE,FALSE,45,200,5,0.6791,1,TRUE
620980,5,28,1,0,2,0,6,30,2,0,2,0,20,TRUE,1,2,4,FALSE,FALSE,20,100,5,0.6791,1,TRUE
621483,6,33,3,1.6666666666666667,1,0,6,34,2,5,2,0,120,TRUE,2,2,6,FALSE,FALSE,120,200,4,-0.09034,2,FALSE
621484,5,22,2,5.5,1,0,5,23,2,2,1,1,120,TRUE,2,2,5,FALSE,FALSE,120,200,4,-0.09034,2,FALSE
