resp_id,urban_rural,region,ethnicity,vote
GHA1550,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1551,Rural,Brong-Ahafo,Ewe_Ga,New Patriotic Party (NPP)
GHA1556,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1557,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1558,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1559,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1560,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1563,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1564,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1567,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1570,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1573,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1576,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1579,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1581,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1584,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1595,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1599,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1603,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1605,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1610,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1611,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1613,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1615,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1618,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1619,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1621,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1622,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1623,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1624,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1626,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1629,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1630,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1641,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1642,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1644,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1645,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1656,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1657,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1660,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1672,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1674,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1675,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1680,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1695,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1697,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1698,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1700,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1704,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1707,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1709,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1712,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1718,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1720,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1724,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1726,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1728,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1737,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1738,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1739,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1744,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1747,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1750,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1751,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1754,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1760,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1766,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1768,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1772,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1777,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1784,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1794,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1796,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1797,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1802,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1804,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1805,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1806,Rural,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1809,Urban,Ashanti,Ewe_Ga,New Patriotic Party (NPP)
GHA1810,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1811,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1820,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1821,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1822,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1825,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1826,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1828,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1829,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1832,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1834,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1838,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1849,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1857,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1860,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1861,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1862,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1874,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1875,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1876,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1879,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1880,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1886,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1893,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1894,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1901,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1909,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1916,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1917,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1925,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1934,Rural,Western,Akan,New Patriotic Party (NPP)
GHA1945,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1949,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1958,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1961,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1966,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1969,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1970,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1972,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1977,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1981,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1985,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1987,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1988,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1991,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2002,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2004,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2009,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA2010,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2012,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2017,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2021,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2023,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2027,Urban,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA2029,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2057,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2058,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA2060,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2063,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2064,Urban,Western,Akan,National Democratic Congress (NDC)
GHA2065,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA2067,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA2068,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2078,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2082,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2089,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA2102,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA2108,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2109,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2111,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2114,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA2115,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA2116,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2117,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2119,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA2120,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2121,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA2130,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA2131,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA2136,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA2137,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2142,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2148,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2154,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2164,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2166,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2170,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA2175,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2177,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2179,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2181,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2185,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2189,Urban,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA2193,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2194,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2195,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2196,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2197,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2199,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2200,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2205,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2207,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2209,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2210,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2218,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2222,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2225,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2226,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2231,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2232,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2233,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2239,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2243,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2246,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2247,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2248,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA2261,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2267,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2268,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2270,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2271,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2279,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2280,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2285,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2286,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2287,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2288,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2295,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2297,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2298,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2303,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2306,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA2308,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA2313,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2314,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA2319,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2322,Rural,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2325,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2326,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2335,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2336,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2337,Rural,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2340,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA2342,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2344,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2346,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2347,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2348,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2353,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2354,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2356,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2358,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2362,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2368,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2369,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2372,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2374,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2375,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2378,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2379,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2380,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2381,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2382,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2384,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2388,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2390,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2393,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2395,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2396,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2399,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2400,Rural,Western,Ewe_Ga,New Patriotic Party (NPP)
GHA2401,Rural,Western North,Ewe_Ga,New Patriotic Party (NPP)
