precinct_id,nvoter,nazivote,share_unemp,share_ind_worker,share_ag_worker,share_employer
147,54838,25594,0.3541674486883847,0.3707524807419755,0.11412376875964422,0.16095630180999562
148,41723,22026,0.08635787719557592,0.3154061630672884,0.34856631412022415,0.24966964561691146
149,24338,14784,0.15236126267327268,0.3481982798028017,0.2906781242728989,0.20876233325102672
150,58335,23577,0.16672866167765418,0.4005250400732867,0.2625098723450636,0.17023642590399538
151,206225,79701,0.3375395910073721,0.48725736288138144,0.08083089643330497,0.09437214967794152
152,51601,18761,0.19842639620947133,0.29854196137268935,0.3227953181270551,0.18023632429078415
153,24289,8750,0.10060487770196411,0.29921471275186134,0.3694683187209924,0.23071209082518218
154,24720,11067,0.09589986926361126,0.35479758803477923,0.3291253742026249,0.22017716849898455
155,32520,16125,0.12795620675310346,0.3871338275248451,0.2993735332076737,0.1855364325143778
156,51680,19941,0.14305584925317708,0.2956437264468834,0.33232867256698023,0.2289717517329592
157,43002,13891,0.10671547473768575,0.36047002650121285,0.3195054343908368,0.21330906437026453
158,23103,6170,0.3073515459413296,0.3486333474256934,0.15711591131145197,0.18689919532152496
159,60760,20444,0.1559412105004474,0.28785616567231515,0.33173616728293903,0.22446645654429848
160,86540,27750,0.21694720576561952,0.25702895556627053,0.35029350178026364,0.1757303368878463
161,79426,27332,0.23713475915293789,0.3179398288130681,0.28052368415225043,0.16440172788174362
162,70435,26253,0.28268738939776444,0.31024662689990484,0.25193100307841815,0.15513498062391243
163,33066,9976,0.13798941116015678,0.24787285209126264,0.3921931691891271,0.22194456755945347
164,123324,46238,0.26385919916382367,0.3758156464229783,0.22138647199437905,0.13893868241881877
165,17792,6293,0.2411636293277188,0.5108221431696,0.09571082494948027,0.15230340255320116
166,76057,28276,0.23876576588724974,0.44632900923253954,0.1629257800911567,0.151979444789054
167,42418,23071,0.05973616324135317,0.34774435531224007,0.37460176056388444,0.21791772088252226
168,53082,26705,0.15520640556459564,0.39382175926906704,0.2518857243779535,0.1990861107883839
169,35273,15133,0.33827636937524047,0.3666934878283133,0.1120555237575834,0.1829746190388628
170,74853,33633,0.10810861431192349,0.45210739263503363,0.2622260272514824,0.1775579658015605
171,47435,21035,0.09202218323457308,0.4137105548804273,0.30208051366510136,0.19218674821989826
172,230808,84509,0.3423190395304589,0.39553941379467505,0.09317218480426605,0.16896936187060002
173,44730,19309,0.1663380959207265,0.48470223407773544,0.19846344792968842,0.1504962220718497
174,85497,34464,0.16999470338694608,0.48204722644485737,0.1923919811696312,0.1555660889985655
175,29822,15725,0.036656506167757015,0.4437002062673711,0.30890938527204037,0.2107339022928314
176,31545,13859,0.15757794637571754,0.4426380931174748,0.23001341421689753,0.16977054628990998
177,18635,9602,0.28750382087107423,0.4294439732126923,0.11543631913991949,0.16761588677631406
178,41802,24291,0.040167783458659616,0.3645103201086293,0.34678384430662934,0.24853805212608174
179,36316,16735,0.08478473123025336,0.4773205375933172,0.2592535698715223,0.17864116130490715
180,22686,10373,0.20983135788404733,0.474304259515107,0.13426767170374454,0.18159671089710128
181,64617,25161,0.2544889227318946,0.46870544543334886,0.1402553690115224,0.13655026282323407
182,119763,52402,0.2606138085581158,0.4181113082966466,0.1722389038075834,0.14903597933765425
183,43462,20409,0.2010531487664652,0.37249086637157236,0.24466356849231413,0.1817924163696483
184,69597,23597,0.205235162716748,0.4957577276879321,0.1674747105131957,0.1315323990821242
185,56452,23550,0.19654589651327461,0.4589689513639012,0.1908320440952167,0.15365310802760754
186,27158,16156,0.10092641515412688,0.29833429289903485,0.3800299165530505,0.22070937539378777
187,16776,7347,0.20601428220745985,0.540490692699955,0.10406224063347937,0.14943278445910568
188,158092,59717,0.35998635055216527,0.3798310051244883,0.09550437903653869,0.1646782652868078
189,53561,26794,0.1187074824786263,0.3861600760568853,0.3053668169203661,0.18976562454412227
190,83326,33841,0.1788573893914248,0.44870331549600595,0.21448326492527126,0.15795603018729806
191,53341,20467,0.18559578320147965,0.565452414456871,0.13929008807115095,0.10966171427049846
192,65474,24533,0.2348172173726724,0.4545359867685353,0.17897140944672044,0.13167538641207194
193,21300,7860,0.2969792339274407,0.4588542343618483,0.10250003301497627,0.14166649869573467
194,21766,8927,0.29170991388448836,0.3083466480692103,0.17336226233730895,0.2265811757089924
195,46096,21485,0.15926595867576585,0.43628124837614296,0.2471742204735027,0.15727857247458837
196,60571,19891,0.260454625631243,0.47865467658798855,0.1270716421355667,0.13381905564520166
197,50657,22478,0.15808174574709732,0.3459576546973565,0.3076292265307988,0.18833137302474734
198,27640,16750,0.051855910827006246,0.29834085004063654,0.40666397160074286,0.24313926753161438
199,40399,20891,0.11475298121563604,0.40300980056165836,0.2806443008109576,0.20159291741174812
200,91600,35809,0.23572147039708782,0.44086886349043625,0.17789320903909228,0.14551645707338365
201,57036,25015,0.10186011020050753,0.4773210369885358,0.23936041197598523,0.1814584408349716
202,25288,9200,0.24540240608866928,0.441841451814045,0.17675993688947753,0.13599620520780822
203,25645,10199,0.38522969114718314,0.3656830176010553,0.09081223032198453,0.15827506092977703
204,97003,34247,0.24033509471871542,0.4864182418933806,0.11138434134016921,0.16186232204773474
205,19269,8689,0.348067169190188,0.3985942856458267,0.09113628988051745,0.16220225528346788
206,130936,59354,0.220257818434182,0.4351165319650049,0.15018705224675816,0.19443859735405497
207,15606,7549,0.3893512382289809,0.34895960201906556,0.09718488303438069,0.16450427671757292
208,65421,23640,0.17360595438632154,0.41341975006973747,0.2036133714204161,0.20936092412352497
209,31753,11206,0.25336983489168935,0.4670183189555525,0.10242883773605842,0.1771830084166998
210,98606,43610,0.13209025390720758,0.49175076673330753,0.16816741206399705,0.20799156729548784
211,61674,23953,0.3417272066224015,0.40827276157973325,0.08281957522376475,0.16718045657410055
212,35320,14727,0.3544130643045264,0.38398542341887676,0.09768625176281158,0.16391526051378516
213,66440,30150,0.2070715143638897,0.5181953923707294,0.11279986324956613,0.16193323001581458
214,47025,16496,0.24055869672652205,0.3988884521444987,0.1591136278270397,0.2014392233019395
215,67606,27810,0.19328104662523557,0.4572846349451311,0.1713691896936391,0.17806512873599428
216,48403,22562,0.14397010825072717,0.4151397816849626,0.20732235228804663,0.23356775777626348
217,96195,50571,0.25953647780864736,0.3803628112126767,0.1585122073780208,0.20158850360065508
218,162364,65552,0.16336962512395067,0.40733396757327206,0.20748242890792604,0.22181397839485126
219,35550,15539,0.28085389985905673,0.34669771461621035,0.15030024780703913,0.22214813771769382
220,30752,5885,0.15346589912109254,0.3611372070236153,0.2972509385841929,0.18814595527109923
221,27316,14902,0.12776639540160403,0.27087615226980016,0.36938958285556694,0.23196786947302878
222,27046,11071,0.16626717852731146,0.34357616208097685,0.2966275352711905,0.19352912412052117
223,27012,10948,0.3594711478443041,0.3642667404910463,0.08625500047774043,0.19000711118690916
224,27165,11301,0.27004876321592497,0.38711199726935863,0.13596971958718646,0.20686951992753003
225,53247,22162,0.24187823307837467,0.42130320252354475,0.1814165086605899,0.15540205573749058
226,147643,62445,0.2750495533953437,0.34669465122897414,0.19217880163164228,0.18607699374403988
227,76862,27902,0.17475883522607055,0.33034961132458956,0.3092737787532701,0.18561777469606977
228,92814,45945,0.22588502718602652,0.38751350354296726,0.19056463181961977,0.19603683745138636
229,25046,12327,0.10572407192181851,0.4131082294389186,0.2693188278220017,0.21184887081726128
230,9398,4962,0.07233214486053534,0.2713201122247134,0.3656794180014553,0.29066832491329586
231,28395,17962,0.06079037528572711,0.32151676881575686,0.3490073853528235,0.2686854705456926
232,47352,19664,0.39011719988166776,0.30015248681942297,0.11722102185591561,0.19250929144299356
233,39742,18156,0.12246795081366688,0.39614235959844873,0.2716603724279143,0.20972931715997015
234,28878,17842,0.0795211862035378,0.2542643567255948,0.38495837556010604,0.2812560815107612
235,158813,69225,0.39708992868808896,0.3442221492625352,0.103190394177075,0.15549752787230076
236,27997,11534,0.2757450892966354,0.4862535218262566,0.09171137368403648,0.1462900151930715
237,28817,17554,0.11382197564819364,0.2783789792417561,0.3343201791953875,0.27347886591466286
238,60125,26099,0.14634390002290332,0.413866295136717,0.2318460002385527,0.20794380460182701
239,264695,105801,0.3222594635266837,0.35096459280083064,0.1363138454269134,0.19046209824557225
240,107063,57106,0.15125328455073012,0.3807211364434898,0.260159207229596,0.20786637177618417
241,46601,29014,0.09088834757425164,0.3054840042728397,0.33314845229177636,0.2704791958611322
242,35026,20989,0.07533220335457218,0.3592143291343546,0.32755626598314647,0.2378972015279269
243,55844,27875,0.16005662321247333,0.3518069363548012,0.2549359020680414,0.233200538364684
244,110881,43087,0.2709137431990332,0.36220563439122033,0.17060793148439396,0.19627269092535263
245,22869,14393,0.05639096533613013,0.27465397265808456,0.3859104545106742,0.28304460749511107
246,35608,20153,0.09752745122808767,0.3174741779812226,0.3239677020775265,0.2610306687131632
247,50546,9192,0.05638087991070474,0.21589689295516692,0.48471788972596996,0.24300433740815844
248,35011,11405,0.05325355288754728,0.2310368543950691,0.4621050957460142,0.25360449697136944
249,34992,16820,0.03904531163581103,0.3828308060849372,0.3759109696712745,0.20221291260797727
250,25796,5147,0.05644580770228644,0.2550697068785,0.4652815384423726,0.2232029469768409
251,18098,6575,0.06837172483524619,0.299955360028867,0.38637669628721355,0.24529621884867323
252,46864,12468,0.10515483704594474,0.37979207803480447,0.32854125976627946,0.1865118251529713
253,66689,25485,0.2639423954644887,0.4218405126282199,0.12252893454621384,0.19168815736107755
254,12452,6133,0.03425866699447654,0.20918069060928882,0.4990295924809304,0.2575310499153042
255,30395,17349,0.10090797121246196,0.21260062306827174,0.45010109578787505,0.23639030993139132
256,95707,45237,0.12681724946188144,0.31981379567908474,0.3338093979356592,0.2195595569233745
257,21884,7338,0.27593308598103516,0.38324537498185723,0.15752256115996036,0.18329897787714716
258,16852,7579,0.22300751889071171,0.44060142815920444,0.1415038072265529,0.19488724572353092
259,25687,15708,0.06268923847145373,0.22844770663042852,0.440268265939565,0.2685947889585527
260,65137,12511,0.04089058360405283,0.19584082010333587,0.513452235374553,0.24981636091805823
261,35779,16532,0.12346065030184523,0.33559490290532307,0.3197898086868153,0.2211546381060165
262,104496,44173,0.18491257293583566,0.3289650081877615,0.2840949960215454,0.20202742285485745
263,61246,34598,0.10977565334001946,0.2753580636144132,0.3781962528967448,0.2366700301488225
264,247750,71277,0.3157017565151366,0.37749030069943856,0.11736747083035347,0.18944047195507138
265,37839,19004,0.10778931885119823,0.3962228547481694,0.29149404972323684,0.2044937766773955
266,72893,44678,0.06263834730942053,0.3337330928507425,0.37920837050153,0.22442018933830696
267,19531,8004,0.2671103655465454,0.3853578004692689,0.14098718450948572,0.20654464947470003
268,190038,83671,0.19207262251225726,0.35247494289849973,0.25541345366142204,0.20003898092782096
269,57899,32129,0.041622949365423614,0.29356160313167595,0.41348446730044314,0.2513309802024573
270,21906,8448,0.2810705953845786,0.3967390861865562,0.1296143769677658,0.19257594146109944
271,41009,24730,0.06933919677603867,0.30482301361824216,0.38659571049140495,0.2392420791143141
272,38633,21877,0.058261087612908304,0.42449292956972706,0.316713359326642,0.20053262349072262
273,27968,13410,0.059405023475007444,0.2821974945963759,0.38023950101294485,0.27815798091567173
274,52949,18894,0.22784600263415228,0.346495162460269,0.25287829229548037,0.1727805426100983
275,19365,11468,0.03609719106584612,0.26697640147302154,0.43697881282884254,0.2599475946322897
276,42670,19153,0.11974232230562094,0.3158902133058646,0.3438885648223295,0.22047889956618508
277,136477,56317,0.18103462725456929,0.32073910999949257,0.2872200680977339,0.2110061946482042
278,75213,45496,0.05550478000794473,0.2176793385434173,0.46904221769609206,0.25777366375254596
279,19119,9084,0.25386902524840665,0.41652954949773485,0.12896498927375558,0.20063643598010292
280,34720,17038,0.12187214831180058,0.3664971097867516,0.2989950858082873,0.2126356560931605
281,52350,19640,0.1982263175363254,0.46316669811334515,0.19257152753746914,0.14603545681286023
282,336683,131093,0.3575242605873089,0.37554602705785645,0.09985433901032535,0.16707537334450945
283,52286,27853,0.058053875790835915,0.2361789608290903,0.4453352129897899,0.2604319503902839
284,24141,13851,0.09556706006078951,0.289801436839169,0.3860211655261012,0.22861033757394023
285,22425,10150,0.08931310558148811,0.43264814278503994,0.27879220433218127,0.1992465473012907
286,35356,15217,0.16549840991505788,0.3866389489399269,0.2583938947607838,0.18946874638423153
287,18236,4153,0.19454059315112937,0.2185102020268208,0.3755687281680995,0.21138047665395043
288,18208,10220,0.1590265228980189,0.28749210806127196,0.3381380366586334,0.21534333238207568
289,21901,10033,0.167129583279906,0.4799810278067829,0.1980217801816046,0.15486760873170652
290,16432,8798,0.2287457380620184,0.4214236545434036,0.1469830145610738,0.2028475928335043
291,24308,12857,0.10778024531914655,0.3759752658551422,0.3439136466332149,0.1723308421924964
292,32659,15283,0.22454546333315853,0.4000936183400554,0.16602946048477074,0.2093314578420152
293,20516,5482,0.15510462085862597,0.43915229763145613,0.2318630101834839,0.17388007132643413
294,45084,15513,0.31160198851448484,0.3672012846745466,0.13014170880638595,0.19105501800458258
295,25081,9662,0.10860540096864307,0.4286390840217931,0.26399624788829357,0.19875926712127012
296,19520,9436,0.18642334227539048,0.31290798277098814,0.3167623645486456,0.1839063104049759
297,37761,21353,0.11765601648994173,0.3556803154022235,0.3359309571353479,0.1907327109724869
298,32683,15250,0.1664904090711731,0.32610617295808814,0.3173365272059071,0.19006689076483163
299,37628,17102,0.17475194778880726,0.3546147398350691,0.2751821069075126,0.19545120546861114
300,20101,10064,0.212615338069473,0.4296410235676592,0.18697435902095144,0.17076927934191627
301,26759,11370,0.1701962767538238,0.38726758199583206,0.25807081661266823,0.18446532463767587
302,153114,64507,0.25610752531540354,0.4110789074636655,0.15463725580659704,0.17817631141433396
303,35460,16348,0.15077179170225868,0.4008046224858175,0.25663560751000164,0.19178797830192218
304,52534,24524,0.15181752094822104,0.42814522907528235,0.2274097538776161,0.19262749609888044
305,35206,15679,0.1474559834970388,0.3582222744819967,0.3049718121357479,0.1893499298852165
306,59068,29772,0.15105921039616868,0.4773659475479767,0.19118142940125996,0.1803934126545946
307,55391,12434,0.17676580598961958,0.3769347342361983,0.28019183781474705,0.16610762195943515
308,19598,2415,0.25124355146494676,0.5205685525097035,0.09672328219593769,0.13146461382941213
309,31313,6478,0.0785419851780934,0.2842507717994189,0.43413386380126734,0.2030733792212203
310,49660,10808,0.4138045993257951,0.45059461599710093,0.06939348277758889,0.06620730189951503
311,76402,14552,0.09080739122988922,0.37599336834713226,0.3444321290679735,0.18876711135500507
312,35627,8930,0.43481269675976036,0.4076002628737243,0.07940472558128484,0.0781823147852305
313,49460,10958,0.21063897070742957,0.33044064313971655,0.29637666975929255,0.16254371639356135
314,34624,7932,0.06993180130095208,0.37331583562726467,0.36420626611097107,0.1925460969608121
315,83433,26490,0.2535106172073695,0.35454071147725685,0.18813311464907798,0.20381555666629578
316,162921,43075,0.30121929298913347,0.43723740695266966,0.15112406697021735,0.11041923308797948
